avg_mouse_speed,mouse_path_entropy,click_delay,task_completion_time,idle_time,micro_jitter_variance,acceleration_curve,curvature_variance,overshoot_correction_ratio,timing_entropy,label
249.6392,0.5129,2.0,3.9937,0.7876,63.9512,3784.09,0.1077,0.0058,0.9252,1
484.1763,0.6842,1.5382,1.971,0.6471,38.7847,4361.1257,0.0873,0.0694,0.5232,1
786.9246,0.8362,0.6223,3.4503,0.4071,85.7257,5412.0421,0.0694,0.0871,0.7535,1
778.7449,0.4627,2.2619,2.9604,0.2031,12.3344,2802.002,0.0384,0.0166,0.4715,1
207.1279,0.7657,2.441,1.0841,0.4408,53.6115,5955.7287,0.0787,0.0165,0.645,1
416.2542,0.8948,0.9347,3.7802,0.3213,58.8192,3548.7298,0.0322,0.0073,0.805,1
325.8427,0.2655,2.586,2.2908,0.5386,48.0153,2716.8404,0.0043,0.0156,0.7596,1
258.8857,0.3224,1.9441,1.1442,0.4226,68.5428,4139.948,0.0516,0.03,0.803,1
317.4109,0.5269,1.0894,1.5305,0.0362,67.0907,5120.5806,0.0924,0.0081,0.6616,1
528.3076,0.3266,1.1649,2.6401,0.1216,80.3176,3078.442,0.0405,0.0655,0.6834,1
145.9336,0.58,1.6446,3.3752,0.7287,95.4795,3830.4659,0.0652,0.0362,0.5916,1
551.4091,0.5259,2.7725,1.0095,0.0224,45.0047,3740.2656,0.0425,0.0339,0.452,1
463.7785,0.8855,2.2285,0.7775,0.0741,15.1393,5753.6358,0.0822,0.0049,0.8245,1
481.6622,0.5782,1.0575,1.8884,0.7721,84.7109,5202.3939,0.0651,0.0039,0.6686,1
417.4201,0.4081,2.69,1.8905,0.2169,27.4388,4981.6909,0.0428,0.0094,0.6299,1
583.2358,0.6327,2.2535,1.4523,0.4433,41.6144,3681.2641,0.0793,0.051,0.6183,1
226.5321,0.3845,2.4757,1.0984,0.6435,26.3588,5829.2145,0.0825,0.0587,0.5882,1
459.3804,0.4627,2.6906,1.514,0.0559,73.9848,1356.767,0.0336,0.029,0.7399,1
519.8806,0.5642,1.1531,3.293,0.1575,32.8563,5176.2607,0.0891,0.0464,0.8456,1
596.0675,0.6327,2.2355,0.7137,0.0347,35.0507,1234.2088,0.0653,0.0032,0.9527,1
632.3531,0.7105,0.6495,1.823,0.2384,30.2247,4471.8799,0.0793,0.0296,0.6532,1
427.941,0.2981,2.8961,1.6372,0.2872,76.7174,5714.8607,0.0797,0.0079,0.7198,1
281.0868,0.3416,1.5273,3.5695,0.7204,117.7439,5401.2075,0.0066,0.0397,0.8812,1
387.9596,0.376,0.9625,2.0973,0.0038,84.6781,2339.4794,0.0671,0.0028,0.5638,1
214.4233,0.6549,0.9192,1.8332,0.5503,64.0722,3905.8605,0.0305,0.0255,0.7973,1
406.9729,0.2881,2.5942,2.9047,0.288,34.4804,1344.9907,0.113,0.0204,0.5352,1
507.0656,0.8015,0.7182,0.7456,0.5096,22.2527,3529.735,0.0022,0.0265,0.9286,1
322.009,0.8325,2.8173,3.9076,0.6147,28.2287,5713.7615,0.1137,0.0111,0.4998,1
634.7768,0.338,1.6978,1.3896,0.7617,69.322,5468.1998,0.0337,0.0391,0.8821,1
520.0422,0.8779,2.2993,2.9014,0.2891,5.2597,2052.9019,0.0918,0.0622,0.5897,1
573.704,0.4092,1.7178,1.9159,0.5836,115.6434,3877.0346,0.0711,0.0556,0.909,1
314.722,0.3043,2.5928,1.1791,0.3285,101.6305,3180.4713,0.1118,0.0783,0.8169,1
296.6133,0.8408,2.2576,3.7822,0.4709,71.3708,2384.0624,0.0853,0.0271,0.8506,1
569.6817,0.3329,1.5324,1.0271,0.7843,53.795,3574.7747,0.0276,0.0322,0.5785,1
589.2274,0.3868,2.0382,0.8615,0.462,19.4809,5057.0399,0.1128,0.0159,0.4845,1
232.2733,0.279,2.6474,0.8633,0.4232,56.9938,5644.0842,0.0243,0.0101,0.4638,1
229.9798,0.6406,2.0055,1.6061,0.2081,113.8538,4584.3275,0.0157,0.0733,0.8345,1
288.1363,0.7118,0.9884,3.8104,0.2849,53.2281,4432.2747,0.0732,0.0101,0.8869,1
229.2042,0.61,0.6105,3.2173,0.2588,37.4985,2148.3184,0.0344,0.037,0.5594,1
678.2057,0.5884,1.9353,3.6112,0.4991,116.9679,5331.036,0.0262,0.0599,0.5732,1
211.1726,0.6868,2.2203,3.9188,0.1619,50.1788,5816.323,0.083,0.052,0.7815,1
385.8337,0.5047,1.1367,3.1681,0.4077,8.903,2875.2914,0.1115,0.1046,0.9005,1
156.9853,0.8375,1.7979,2.7241,0.1703,56.514,1854.0575,0.0031,0.0024,0.6464,1
298.8808,0.6643,2.9023,2.0574,0.7787,81.7967,3957.1082,0.0288,0.0164,0.8803,1
255.2902,0.4632,2.8022,1.5111,0.11,85.2811,1646.8057,0.1139,0.042,0.7722,1
546.868,0.8515,1.8001,2.8726,0.2983,11.8011,5781.4567,0.1194,0.0063,0.4887,1
648.6643,0.34,2.3263,3.4334,0.5503,28.0568,4787.6106,0.0303,0.0193,0.8886,1
569.8265,0.877,2.8353,1.2617,0.585,45.1701,3335.0903,0.0193,0.0794,0.6739,1
473.7669,0.4589,1.6813,2.6169,0.3147,62.9809,1349.6797,0.0205,0.024,0.8437,1
574.5651,0.2556,2.2204,2.0112,0.5389,36.9374,812.5223,0.0417,0.0698,0.8487,1
159.7165,0.6838,1.4268,3.8991,0.7158,41.3586,961.6737,0.0373,0.034,0.6121,1
686.0409,0.2912,2.8465,3.5476,0.1714,85.4274,3753.706,0.0963,0.0124,0.7598,1
206.3524,0.7882,0.7738,1.9609,0.5868,23.8259,3745.9231,0.0808,0.0466,0.5247,1
775.98,0.8237,2.519,1.2787,0.4204,96.5535,4308.2797,0.0143,0.0273,0.6476,1
376.8284,0.3278,2.3924,1.7367,0.0936,53.5223,3653.515,0.0251,0.0149,0.8933,1
304.5702,0.5728,1.9159,0.9683,0.2501,24.7676,2806.4344,0.1168,0.0583,0.6805,1
323.8549,0.2896,1.8502,2.4609,0.6054,118.0041,4937.9249,0.0607,0.0267,0.8874,1
194.4843,0.8221,2.2025,2.9316,0.4001,78.2523,2330.7797,0.0111,0.0074,0.4996,1
240.0692,0.6763,2.9167,1.7651,0.4412,95.8544,2016.7581,0.1157,0.0105,0.792,1
481.5363,0.5233,2.4965,3.7876,0.1377,92.8757,2400.5184,0.0389,0.0298,0.8104,1
155.2077,0.8622,0.7273,1.12,0.7793,27.7534,1210.4863,0.1143,0.0164,0.7974,1
429.1983,0.6746,1.7592,1.9251,0.4025,65.085,2676.3258,0.0541,0.0147,0.5728,1
496.791,0.4322,2.5268,0.6653,0.1394,100.0998,3663.389,0.093,0.0133,0.8256,1
203.5128,0.5127,2.719,2.6574,0.4214,23.3453,5554.5036,0.067,0.0246,0.7673,1
440.541,0.6201,1.1006,3.8175,0.6881,38.1249,3549.8354,0.0603,0.0041,0.5363,1
375.2428,0.6514,1.4142,3.89,0.3323,20.6616,5136.7998,0.0986,0.0142,0.4702,1
198.4451,0.7305,1.0767,0.9787,0.7591,17.9016,2136.7642,0.0223,0.0143,0.7173,1
472.9679,0.7333,2.1541,2.6691,0.5197,96.9039,4492.9953,0.0951,0.0242,0.9135,1
252.3558,0.8136,1.1175,2.0127,0.2943,108.2771,3167.2258,0.0835,0.032,0.6621,1
575.4059,0.2647,1.15,2.7139,0.1255,72.1678,2680.3097,0.0644,0.0406,0.6821,1
343.0886,0.591,0.6088,3.5631,0.3652,13.8536,4818.7068,0.0794,0.0164,0.4768,1
249.4789,0.6804,1.5473,1.356,0.5962,34.9334,1644.3245,0.019,0.0601,0.7859,1
385.5581,0.3657,2.3165,3.7827,0.4808,27.555,4333.628,0.0415,0.0348,0.9083,1
354.3297,0.2534,2.0928,0.9666,0.383,34.9364,2840.3914,0.0647,0.0156,0.6193,1
260.7107,0.6951,1.1194,2.1649,0.5159,42.067,5733.6174,0.1176,0.0242,0.7102,1
381.9136,0.4272,1.1966,3.9732,0.7389,13.7284,4214.0634,0.0551,0.0274,0.6353,1
592.7471,0.3328,2.3224,3.2433,0.5378,94.2625,4407.3522,0.0167,0.0018,0.5175,1
490.5452,0.2708,2.563,2.3204,0.2613,6.3143,983.7027,0.0952,0.0012,0.5098,1
238.1539,0.3865,1.3592,2.225,0.336,19.7922,1002.1013,0.0047,0.0041,0.8293,1
598.7583,0.2865,1.8284,0.7347,0.6421,61.6906,4585.3627,0.0902,0.0284,0.5167,1
281.6191,0.5952,1.446,2.2335,0.6106,36.5124,3594.8686,0.0406,0.0279,0.5402,1
462.2369,0.511,2.2352,3.5124,0.623,67.7186,4558.0105,0.05,0.0141,0.5931,1
183.0409,0.3755,1.9888,0.9455,0.2159,81.5349,2872.4346,0.0509,0.0513,0.5045,1
584.2504,0.7391,2.1894,1.2107,0.3587,96.7793,5305.0874,0.0289,0.0034,0.8351,1
215.5565,0.6785,1.3211,3.384,0.7083,103.333,2520.1507,0.0894,0.0462,0.5219,1
304.4236,0.4321,0.8195,1.3225,0.6255,68.2312,922.9442,0.0947,0.0099,0.7608,1
581.2938,0.4536,2.6586,3.2944,0.6206,108.0723,2797.7881,0.0483,0.02,0.8323,1
578.4464,0.8677,0.6605,2.4891,0.0722,70.3201,2828.5705,0.0103,0.0322,0.5449,1
168.6982,0.6394,2.447,2.6294,0.6475,73.0199,4946.0705,0.1172,0.0344,0.74,1
192.1177,0.8719,1.133,1.3034,0.1711,49.5535,5236.7813,0.0717,0.0401,0.6639,1
424.1763,0.8186,0.5407,3.2316,0.0181,39.9933,5374.2483,0.083,0.0182,0.4631,1
349.8509,0.2811,1.9963,3.2415,0.0288,95.1128,4473.217,0.0904,0.1068,0.6105,1
259.7183,0.3727,2.7537,3.2652,0.2756,113.979,2042.3981,0.0491,0.0713,0.7154,1
410.3222,0.5303,1.1599,2.4202,0.1756,104.7655,4686.3088,0.0495,0.0602,0.699,1
474.3657,0.497,1.3765,2.6758,0.225,21.2553,5800.0125,0.0972,0.0504,0.9448,1
169.1627,0.2948,2.4125,3.2722,0.5563,11.1286,4561.0993,0.0541,0.0345,0.964,1
337.3709,0.6876,2.1264,0.6083,0.4948,33.0334,2751.2149,0.0849,0.0132,0.6193,1
556.4639,0.8129,1.4755,3.4133,0.0452,39.2837,1206.5149,0.0043,0.0253,0.7519,1
419.3452,0.638,2.3715,1.5553,0.7814,8.6682,2810.1983,0.1059,0.0672,0.9447,1
518.0598,0.8824,2.1057,3.5704,0.1968,61.2309,954.5295,0.0016,0.0434,0.4671,1
324.3707,0.8283,1.2481,3.9123,0.6756,79.823,2838.0126,0.0855,0.021,0.7073,1
461.415,0.7446,2.5675,0.679,0.0633,43.6938,5571.5909,0.0481,0.0287,0.7472,1
577.7333,0.3406,1.4121,2.6649,0.2461,12.5357,2177.0054,0.0493,0.0071,0.9374,1
493.3478,0.8534,2.0914,3.9827,0.0266,101.0066,5256.4555,0.11,0.0037,0.6401,1
398.0868,0.4756,1.0406,1.6937,0.5312,82.8405,4654.8481,0.0156,0.0638,0.6974,1
280.3087,0.3848,0.5614,0.9165,0.213,99.2966,3538.5151,0.0512,0.0136,0.5679,1
399.9763,0.5019,1.8916,3.8984,0.2514,64.8225,3297.9241,0.0861,0.0283,0.8799,1
290.7651,0.4871,1.7442,2.2134,0.3469,102.2476,1607.4312,0.0683,0.003,0.5863,1
405.1044,0.6722,0.7341,3.0962,0.3359,72.5403,934.4845,0.0836,0.0428,0.6808,1
571.9896,0.6893,0.6246,3.0415,0.1907,56.9245,2712.3161,0.014,0.0065,0.6991,1
557.2131,0.3199,1.0754,1.9856,0.2603,104.5704,4328.9571,0.0696,0.0643,0.5361,1
251.5582,0.6901,0.5619,1.1446,0.7221,119.7175,3335.4705,0.0597,0.0153,0.6625,1
591.9109,0.8903,2.3651,2.6676,0.6034,80.7955,3213.1434,0.0355,0.0581,0.7497,1
222.6418,0.5744,0.9063,3.8721,0.3576,45.5121,951.8223,0.1013,0.0363,0.9511,1
290.4049,0.321,0.5159,3.1294,0.7851,119.174,4877.8257,0.0199,0.0002,0.476,1
512.8849,0.7538,2.4542,1.9271,0.0527,96.1568,3905.2221,0.1092,0.0622,0.8675,1
580.5102,0.5709,0.5724,1.4602,0.2992,73.2877,3248.3966,0.0441,0.0504,0.8236,1
488.9703,0.3861,1.8482,3.66,0.3136,54.4366,5921.0793,0.014,0.0121,0.699,1
526.4454,0.8171,0.661,3.1733,0.7372,76.4551,3924.5555,0.0059,0.0381,0.9534,1
595.9503,0.3653,1.7199,0.9479,0.698,69.4618,2903.4307,0.01,0.0169,0.5348,1
296.1542,0.8571,2.1307,0.9224,0.6304,47.3667,2073.3274,0.0686,0.0433,0.6316,1
421.2183,0.6141,1.1351,2.5426,0.1374,113.2417,5411.9709,0.0408,0.0453,0.5219,1
439.0956,0.5946,1.8013,0.8021,0.0411,74.1343,4044.0961,0.0061,0.0193,0.673,1
374.1289,0.4528,0.6346,0.6144,0.6689,28.0267,4077.3243,0.0695,0.02,0.8616,1
353.4994,0.7225,2.2152,1.656,0.7864,79.6015,3950.0545,0.0089,0.0152,0.8544,1
231.2839,0.7808,2.4126,3.2209,0.7108,14.6805,4425.3962,0.1163,0.008,0.6278,1
186.0311,0.5223,1.7281,3.7551,0.3827,64.182,5410.747,0.0982,0.0861,0.743,1
205.5885,0.6852,1.9126,3.5353,0.6274,81.8145,4256.7451,0.0796,0.0208,0.7097,1
163.3307,0.6699,1.3556,1.8115,0.1974,115.6203,5273.0471,0.0675,0.0303,0.4792,1
117.1429,0.3821,2.0108,3.2568,0.1105,55.6699,4381.0688,0.1001,0.0068,0.8591,1
377.788,0.7404,1.7944,1.2037,0.4505,114.0568,4468.6846,0.0362,0.0058,0.5811,1
273.9406,0.4129,2.5026,2.8691,0.4261,20.8142,1863.7679,0.0219,0.0237,0.9671,1
217.8051,0.6536,1.8905,1.3679,0.5363,16.1558,900.7191,0.0103,0.0249,0.9621,1
278.8804,0.665,2.3715,1.4574,0.5145,63.7657,5773.2938,0.1086,0.018,0.4935,1
576.9983,0.885,1.0304,2.9489,0.5092,77.5817,1874.8608,0.0697,0.0215,0.4888,1
395.6,0.4127,2.5185,1.198,0.7464,106.725,2675.0552,0.037,0.0212,0.7208,1
142.8995,0.5808,0.7071,3.3739,0.2099,67.2707,4123.0022,0.1155,0.0276,0.575,1
796.5126,0.8701,1.6055,2.3814,0.4782,36.6293,4307.2515,0.084,0.0207,0.7835,1
151.5443,0.2633,1.4084,2.7746,0.4172,82.572,4310.0981,0.0173,0.0115,0.5803,1
708.0779,0.3283,2.1361,2.0203,0.5745,11.0021,3686.4315,0.0178,0.016,0.4837,1
212.2654,0.7763,2.6353,1.7087,0.4224,93.9349,1512.3247,0.0871,0.0324,0.7069,1
190.681,0.7226,1.8524,2.3996,0.1562,84.3917,2838.5763,0.0223,0.0333,0.6442,1
571.5103,0.6615,1.086,0.776,0.3502,6.1697,1169.2131,0.0716,0.0366,0.8439,1
492.3576,0.3961,1.4022,3.8275,0.529,95.7378,5837.212,0.0282,0.0085,0.8786,1
405.2217,0.7207,0.8651,3.6422,0.0807,104.3015,3388.609,0.0517,0.0324,0.8745,1
181.5243,0.8069,2.5494,2.0472,0.0385,112.0845,2858.6026,0.0436,0.04,0.8426,1
582.8947,0.8505,2.6769,1.5482,0.7733,111.7081,3578.737,0.0485,0.059,0.6652,1
789.4665,0.4384,0.8522,0.6187,0.6855,104.2688,1295.5943,0.0187,0.0075,0.7413,1
291.3958,0.5261,0.8829,1.349,0.0518,18.2578,5885.0531,0.0339,0.0122,0.8686,1
406.3079,0.5127,2.6487,3.315,0.0014,61.0963,2176.0062,0.0108,0.0245,0.7055,1
285.6203,0.7731,1.1006,1.4524,0.4857,113.0862,2351.8879,0.0455,0.0627,0.4629,1
190.2166,0.6787,1.7761,1.9047,0.461,78.9894,4978.1066,0.0952,0.0291,0.957,1
545.8712,0.2631,2.0099,2.0906,0.5997,65.329,1197.7503,0.0297,0.0115,0.6899,1
365.5027,0.6738,2.2336,0.8892,0.2991,90.6034,4552.5153,0.0656,0.019,0.8175,1
507.2634,0.5859,2.1521,1.3606,0.4135,78.4212,1915.1375,0.0454,0.0109,0.4686,1
122.4767,0.6453,0.5441,1.5749,0.0465,51.4208,1052.599,0.0731,0.0219,0.8159,1
128.3251,0.749,1.2772,1.8973,0.5037,11.3803,5828.0622,0.0214,0.0364,0.8845,1
556.0229,0.5417,1.4647,0.7578,0.7276,62.0603,3166.3506,0.0621,0.0344,0.9003,1
104.3418,0.5562,2.6264,3.8814,0.4759,29.3954,1759.8404,0.0769,0.0054,0.6506,1
118.0702,0.7038,1.401,1.1382,0.0846,15.9311,4227.4939,0.0737,0.0228,0.4818,1
655.8825,0.2504,2.4654,1.165,0.7399,10.0574,5068.0941,0.079,0.0052,0.5429,1
276.724,0.3297,2.1161,1.776,0.1803,104.5897,4691.2532,0.093,0.0312,0.4556,1
548.8311,0.7863,2.1388,3.3088,0.5543,110.9108,1972.5178,0.0247,0.0013,0.7401,1
493.8467,0.8083,0.7692,2.7556,0.7121,34.0598,2499.5403,0.037,0.0051,0.5585,1
367.04,0.2765,0.7393,3.9037,0.5316,8.86,4929.8359,0.0613,0.049,0.9152,1
245.6899,0.4273,2.4186,3.0008,0.7225,31.374,4889.0959,0.069,0.0151,0.7848,1
798.5859,0.7793,1.7162,2.9132,0.3813,90.6274,1498.5084,0.0538,0.0071,0.9675,1
643.3603,0.6532,0.9491,2.4129,0.5782,15.817,5918.9965,0.0407,0.0215,0.5058,1
162.9316,0.2578,2.9651,2.6345,0.4861,115.2806,5126.5521,0.0978,0.0596,0.6458,1
170.0018,0.5404,1.2734,1.1622,0.2987,60.3044,4547.7876,0.0855,0.0449,0.6598,1
589.6731,0.4573,2.3128,2.3312,0.0351,23.5944,5663.2977,0.0128,0.0246,0.54,1
242.3751,0.8977,1.0364,1.0393,0.7406,23.622,5372.2556,0.0782,0.0086,0.9797,1
570.9449,0.6545,1.807,2.4233,0.0119,62.439,4043.6018,0.0792,0.0037,0.9599,1
555.8199,0.6987,1.5316,3.4542,0.1384,6.5901,2818.0282,0.0885,0.0076,0.4873,1
386.1362,0.5077,2.9003,1.3503,0.0845,65.3477,5517.6837,0.0377,0.0304,0.5428,1
459.0436,0.585,1.0637,1.0498,0.7658,80.4184,5008.0557,0.0838,0.0516,0.5048,1
174.9785,0.8147,2.151,0.7231,0.7763,21.0433,2009.3236,0.117,0.0385,0.6008,1
263.4407,0.8094,1.3987,1.8691,0.2382,42.505,5275.4708,0.0018,0.0108,0.6156,1
136.9563,0.3088,0.8167,1.156,0.2416,6.2669,5740.7482,0.0153,0.0138,0.8977,1
378.4813,0.7281,2.2034,1.8314,0.037,5.9044,5092.043,0.0389,0.0222,0.4798,1
308.5225,0.5595,2.7439,0.7499,0.2721,45.405,2568.6616,0.0588,0.029,0.7472,1
287.544,0.32,2.8837,3.6811,0.6611,107.67,1562.7769,0.0607,0.0583,0.814,1
144.4498,0.4243,2.1523,3.5683,0.4877,29.4586,1055.6607,0.0058,0.037,0.5662,1
574.2908,0.4481,1.6787,0.6015,0.7368,16.3963,4348.8471,0.0756,0.0197,0.709,1
450.8311,0.5825,1.0139,1.4776,0.2868,6.0677,2970.2899,0.0008,0.0055,0.45,1
129.721,0.7719,2.2943,2.8542,0.5659,90.0528,4566.763,0.0887,0.0259,0.8542,1
267.3539,0.7579,1.1233,3.3909,0.1417,46.3395,2885.5932,0.0363,0.0373,0.8663,1
123.6839,0.2744,2.8266,3.2867,0.7857,109.6685,2442.2264,0.0831,0.0171,0.9345,1
518.3701,0.2932,1.1083,1.6229,0.3395,59.41,2315.6566,0.095,0.1067,0.6377,1
193.9456,0.7337,1.6728,0.7575,0.7871,82.1999,5189.7493,0.0529,0.0017,0.9226,1
349.5097,0.4484,2.3854,3.4764,0.2781,12.0419,4261.7787,0.0889,0.0609,0.7537,1
405.4802,0.8149,2.0125,2.3268,0.0984,85.8691,1486.9583,0.0037,0.0055,0.8998,1
273.194,0.8833,1.5435,3.3448,0.4208,30.7556,3818.1769,0.0266,0.0277,0.921,1
293.9265,0.6111,0.519,1.2417,0.745,74.4799,5633.6437,0.0376,0.0131,0.9547,1
295.7951,0.6041,1.9116,1.8219,0.6628,35.3616,3359.6552,0.0674,0.013,0.7994,1
437.0717,0.7851,1.8518,1.2571,0.5437,13.8686,1938.5661,0.0952,0.0271,0.4604,1
155.6863,0.7218,2.4396,2.5227,0.204,65.0003,877.7793,0.082,0.0462,0.6134,1
417.6883,0.3431,0.9831,2.9229,0.7468,71.2727,3752.6284,0.0778,0.0437,0.8766,1
563.7118,0.5789,1.9618,1.3137,0.1608,94.9338,4293.63,0.0778,0.0207,0.7247,1
254.8361,0.5565,0.7089,0.6607,0.5802,24.7233,1776.6243,0.0511,0.0191,0.8659,1
312.9294,0.2526,2.066,1.5617,0.3955,39.2379,5980.5559,0.0281,0.0084,0.6519,1
594.6695,0.6041,0.5898,3.4827,0.067,10.4018,2229.262,0.0574,0.0284,0.8635,1
363.5462,0.5074,2.0648,3.909,0.5294,6.8624,4466.043,0.0305,0.0095,0.5853,1
217.9107,0.7488,2.5874,1.9521,0.0534,60.6571,3055.6637,0.024,0.0232,0.7922,1
230.7181,0.3336,0.6735,3.9779,0.5091,34.1206,3140.1766,0.114,0.0069,0.8189,1
430.2493,0.4879,0.6306,1.1815,0.4932,94.1365,4731.4529,0.0702,0.0277,0.8648,1
181.3942,0.8475,0.929,0.8092,0.5228,73.3717,5750.5586,0.1088,0.0197,0.508,1
354.636,0.2925,1.3616,3.0381,0.1257,45.0591,4387.5337,0.0932,0.029,0.5349,1
486.4658,0.7978,1.9679,1.9399,0.4451,66.273,5608.6108,0.0261,0.0046,0.6588,1
136.5336,0.7979,1.3406,2.3632,0.6476,27.0849,4070.6739,0.052,0.032,0.7515,1
357.255,0.5104,2.5449,2.9035,0.619,53.4247,2159.4736,0.0109,0.0117,0.6785,1
441.9498,0.8818,0.8473,2.55,0.0506,97.9106,4004.8189,0.0517,0.0174,0.4875,1
548.9306,0.7442,2.6862,3.2913,0.3455,18.6432,2741.4969,0.1121,0.0138,0.9163,1
170.958,0.4959,1.255,2.9031,0.7677,94.4279,3328.0455,0.0532,0.0225,0.5757,1
131.8677,0.6447,0.9122,1.6134,0.7919,77.9587,4107.7831,0.0091,0.038,0.82,1
516.6872,0.8851,2.0921,1.6922,0.3983,98.8765,2179.7815,0.0282,0.0111,0.6279,1
234.05,0.7436,1.64,2.2253,0.1056,85.7102,5960.0517,0.0935,0.0474,0.5538,1
497.8022,0.7421,2.8722,2.5525,0.3883,91.2646,1304.8687,0.0517,0.0027,0.8199,1
365.2779,0.8176,1.7012,3.9513,0.6999,63.704,1160.2955,0.0273,0.0157,0.9155,1
523.5569,0.515,0.8556,2.8768,0.145,69.5512,5899.5265,0.0663,0.025,0.7137,1
187.986,0.4422,1.7691,3.2063,0.0141,69.8503,1701.9141,0.0339,0.0172,0.8618,1
548.2771,0.2729,2.2735,3.9476,0.2064,58.2985,2678.6269,0.0472,0.0429,0.4647,1
509.2744,0.5857,1.742,3.4408,0.3398,23.3382,2427.0739,0.0322,0.0356,0.895,1
342.4994,0.8353,0.9632,2.933,0.1717,99.68,4105.7604,0.0356,0.006,0.4677,1
251.1436,0.6306,0.8738,1.74,0.7085,59.803,4669.5448,0.0584,0.0642,0.9744,1
534.496,0.3391,0.5756,1.1964,0.7502,98.8733,3519.9953,0.1163,0.0144,0.9483,1
534.1393,0.4122,1.9863,0.8086,0.4401,72.2165,2313.0293,0.0355,0.0417,0.6098,1
451.332,0.2966,2.3607,3.0707,0.212,45.8304,5777.7546,0.013,0.0517,0.816,1
363.194,0.5317,2.401,0.7431,0.2503,83.7095,2514.1546,0.0099,0.0661,0.861,1
417.6504,0.7734,1.0361,3.6798,0.5653,11.2928,4956.293,0.061,0.0245,0.9249,1
236.4724,0.6961,2.187,2.2762,0.3128,92.6736,2360.051,0.0254,0.0491,0.8184,1
586.5729,0.3456,2.5452,1.4889,0.7965,69.7754,2009.6893,0.0598,0.0602,0.8567,1
530.6819,0.3994,1.8025,3.4897,0.3019,11.9469,2316.4987,0.0294,0.0394,0.6086,1
576.029,0.3552,1.281,1.9702,0.3816,33.2131,1144.3197,0.0815,0.0126,0.7659,1
428.5093,0.8556,2.9108,2.0508,0.4937,97.3228,805.3984,0.0635,0.0112,0.5465,1
378.9078,0.8324,1.3999,1.4767,0.631,88.3727,3427.7671,0.047,0.0638,0.9425,1
337.2062,0.8592,2.8995,3.8666,0.6551,58.1767,1893.5563,0.0463,0.0444,0.9643,1
573.8371,0.5697,2.9691,1.3418,0.15,115.766,4383.8131,0.0646,0.0248,0.6645,1
375.5515,0.8434,1.5002,2.6674,0.2234,56.8748,1943.3897,0.064,0.0095,0.524,1
455.7306,0.3267,2.9972,1.4837,0.7168,75.0564,4518.3649,0.0675,0.0368,0.8548,1
371.5201,0.7718,0.6025,3.5895,0.7749,90.348,1423.5504,0.097,0.0171,0.9021,1
435.0569,0.8838,1.9275,2.357,0.3228,20.6796,4368.307,0.052,0.0317,0.8295,1
110.2109,0.5709,2.8418,1.8844,0.2105,119.4315,3559.5249,0.1037,0.0456,0.8993,1
582.3301,0.7301,1.2134,2.6772,0.6438,106.9459,3133.3242,0.0447,0.0152,0.672,1
258.6466,0.3901,1.1407,3.7821,0.0653,52.6826,3799.1062,0.028,0.0223,0.6787,1
308.9145,0.8767,0.7932,3.5644,0.2617,114.9988,2439.1817,0.0104,0.0276,0.8138,1
196.7447,0.4524,2.9967,3.088,0.4723,104.7185,3864.4208,0.0666,0.0126,0.5331,1
316.2848,0.3114,2.1679,2.6829,0.694,24.8645,4958.895,0.0543,0.0477,0.5066,1
312.5329,0.5738,0.9146,1.8344,0.3544,81.9206,5483.9849,0.0663,0.0662,0.6378,1
747.5117,0.4063,1.2067,1.2181,0.7799,94.819,5635.4782,0.1035,0.0359,0.605,1
585.5106,0.6939,0.8086,0.7642,0.0874,84.4275,1524.4913,0.018,0.0652,0.9301,1
538.1592,0.4225,0.9714,3.0464,0.2,112.1167,5103.7333,0.0708,0.0426,0.4881,1
454.2801,0.8718,1.9512,2.3273,0.3403,85.6481,5588.2708,0.0722,0.0369,0.485,1
298.7856,0.5761,1.0516,1.8024,0.3265,18.4883,4236.1197,0.0713,0.0266,0.5378,1
148.9757,0.3281,2.1705,1.2065,0.0946,23.691,3443.698,0.0776,0.0013,0.6156,1
139.8578,0.3095,2.718,1.8808,0.4187,93.3991,2731.7918,0.0781,0.0031,0.6055,1
458.7919,0.7356,0.6544,3.9793,0.0435,99.961,4649.3985,0.0712,0.0842,0.8701,1
139.2785,0.6693,2.5542,2.1746,0.1895,61.4259,2101.0822,0.0637,0.0052,0.7013,1
125.2522,0.4799,1.7191,1.5161,0.4485,106.0177,3627.3828,0.0348,0.0468,0.4763,1
192.7749,0.4579,2.896,1.2928,0.05,45.5967,1499.0982,0.0156,0.0144,0.7159,1
138.5498,0.4351,2.9035,3.7672,0.3473,31.2852,5141.2341,0.0437,0.0192,0.8365,1
538.0697,0.6674,1.7504,3.9577,0.7673,102.6181,4831.6599,0.0695,0.0189,0.664,1
393.0786,0.3643,0.762,1.3559,0.279,6.6162,4400.7703,0.0301,0.0322,0.5292,1
270.3636,0.2788,2.5749,3.8702,0.4861,114.9985,2947.9215,0.0501,0.1212,0.7191,1
208.7877,0.3678,1.3155,1.2654,0.5573,64.4058,4627.7257,0.0073,0.0127,0.4714,1
173.3267,0.3524,1.7969,3.7373,0.1603,17.3264,5091.4381,0.0555,0.0199,0.541,1
715.7584,0.2995,0.5048,1.755,0.0515,1.9202,78.2113,0.0005,0.0359,0.1702,0
